response_id,duration_in_seconds,finished,recorded_date,location_latitude,location_longitude,distribution_channel,user_language,consent_age,consent,age,gender,rv_screen,race,education,income,party_id,pid_lean,x2020_vote,need_for_cognition_1,need_for_cognition_2,need_for_cognition_3,x2024_horserace,x2024_horserace_7_text,x2024_horserace_push,x2024_horserace_push_6_text,favorabilities_1,favorabilities_2,favorabilities_3,favorabilities_4,ideology_1,ideology_2,ideology_3,ideology_4,ideology_5,ideology_6,ideology_7,social_support_1,social_support_2,social_support_3,social_support_4,social_support_5,social_support_6,social_support_7,econ_support_1,econ_support_2,econ_support_3,econ_support_4,econ_support_5,econ_support_6,econ_support_7,econ_support_8,econ_support_9,econ_support_10,foreign_support_1,foreign_support_2,foreign_support_3,foreign_support_4,foreign_support_5,foreign_support_6,foreign_support_7,foreign_support_8,social_party_support_1,social_party_support_2,social_party_support_3,social_party_support_4,social_party_support_5,social_party_support_6,social_party_support_7,econ_party_support_1,econ_party_support_2,econ_party_support_3,econ_party_support_4,econ_party_support_5,econ_party_support_6,econ_party_support_7,econ_party_support_8,econ_party_support_9,econ_party_support_10,foreign_party_suppor_1,foreign_party_suppor_2,foreign_party_suppor_3,foreign_party_suppor_4,foreign_party_suppor_5,foreign_party_suppor_6,foreign_party_suppor_7,foreign_party_suppor_8,senate_control,house_control,scotus_control,scotus_appointments,gerrymandering_def,ec_mechanics,amendment_mechanics,filibuster,scotus_bias,money_vs_ideology,npv,threat_max_diff_1,threat_max_diff_2,reform_max_diff_1,reform_max_diff_2,prolific_pid,study_id,session_id,reform_statement1,reform_statement2,reform_statement3,reform_statement4,threat_statement1,threat_statement2,threat_statement3,threat_statement4,q_straightlining_count,q_straightlining_percentage,q_straightlining_questions
4412,104,1,2024-10-07,30,-95,anonymous,EN,1,2,2,2,4,2,3,3,3,3,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66e8920b004c7a2ded1ec7df,66da270a6acf8cbd58dc85fe,670475967de5163bfc8777cb,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
4413,1138,1,2024-10-07,42,-88,anonymous,EN,1,2,2,3,1,3,5,2,1,NA,1,4,5,4,3,NA,NA,NA,4,4,3,3,5,1,1,1,2,3,2,2,NA,NA,1,NA,NA,4,NA,NA,NA,4,4,NA,NA,1,NA,NA,1,NA,NA,NA,4,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,2,3,NA,NA,4,NA,NA,4,NA,NA,NA,3,1,NA,NA,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,5e28f70500bb310cf3934256,66da270a6acf8cbd58dc85fe,6704719a73527105d5f8bb16,"We need to ban members of Congress from trading individual stocks and bonds. Members of Congress are already paid over $170,000 per year, almost triple the median income. Elected officials should serve the public interest — not enrich themselves with insider trading.",The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,"We need term limits for Congress. We don’t need career politicians staying in office for decades, twelve years is long enough — that’s two terms for senators and six terms for representatives.","We need a national ban on gerrymandering: the process of politicians redrawing legislative districts to unfairly advantage their party. In a democracy, voters are supposed to pick the politicians — not the other way around.",Attempts to overturn elections,Gerrymandering,The Electoral College,Voter ID laws,0,0,NA
4414,505,1,2024-10-07,33,-117,anonymous,EN,1,2,2,2,1,2,5,5,1,NA,1,2,4,4,1,NA,NA,NA,4,4,2,2,5,7,1,1,3,4,3,1,4,NA,NA,NA,NA,4,NA,NA,NA,4,NA,1,NA,NA,3,NA,1,3,NA,NA,2,NA,NA,NA,1,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,1,NA,NA,5,NA,4,3,NA,NA,3,NA,NA,NA,1,2,2,1,1,2,1,4,3,2,1,2,2,1,1,65282e19ddf53f72fde3e0c5,66da270a6acf8cbd58dc85fe,67047405b635e9d1ae029519,"We need to prosecute the politicians who supported — and rioters who took part in — the January 6th insurrection. Trying to steal an election is unacceptable and un-American, and any politician who tried to do so must be disqualified from ever holding office again.","We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.","We need to switch to electing the president by national popular vote. The Electoral College is undemocratic — two of the last four presidents lost the popular vote, and the system lets candidates ignore over 80% of voters. It goes against America’s fundamental promise: government of, by, and for the people.","The pundits like to slice and dice our country into red states and blue states. But there is not a liberal America and a conservative America, there is the United States of America. We need to move past the division spread by politicians and the media and come together as one country.",Voter ignorance of how our government works,The Electoral College,Our democracy is not really under threat,Conservative judges,0,0,NA
4415,595,1,2024-10-07,33,-87,anonymous,EN,1,2,2,2,1,2,2,1,3,3,4,3,4,4,8,NA,1,NA,2,5,1,5,3,1,7,1,4,7,5,1,NA,NA,NA,NA,4,3,5,NA,NA,2,NA,NA,2,NA,NA,NA,NA,4,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,2,4,NA,NA,2,NA,NA,1,NA,NA,NA,NA,4,2,NA,2,NA,NA,NA,1,1,4,4,4,4,4,4,1,1,3,2,2,2,2,667e502727e4f68835af6973,66da270a6acf8cbd58dc85fe,670473bd120b0c09c213164a,"We need to expand the number of justices in the Supreme Court. Right now, the unelected conservative majority on the Court is taking away people's rights and forcing extreme rulings on the country. New justices would restore balance to the Court’s rulings.","The problem with our politics is that primary elections are decided by a minority of ideologically extreme partisans. Instead, we should have all candidates run in the same primary, regardless of party affiliation, and then have a runoff between the top two. This will lead to more moderate politicians.","We need to overturn Citizens United, a 2010 Supreme Court case that struck down campaign contribution limits for corporations. The wealthy have too much influence in politics, and corporations making unlimited donations to candidates is just legalized corruption.","We need to implement participatory budgeting, a system where community members are empowered through civic engagement to suggest and vote on ideas for spending a portion of a state or locality’s budget.",Conservative judges,The Electoral College,Racism,Voter ignorance of how our government works,0,0,NA
4416,878,1,2024-10-07,34,-112,anonymous,EN,1,2,2,2,1,5,3,2,3,1,1,2,5,4,3,NA,NA,NA,4,4,3,2,5,1,1,1,2,2,2,NA,NA,1,NA,4,NA,4,2,NA,NA,NA,NA,NA,1,NA,2,NA,2,4,NA,NA,NA,NA,NA,4,NA,NA,1,NA,2,NA,3,4,NA,NA,NA,NA,NA,4,NA,1,NA,4,4,NA,NA,NA,NA,NA,2,1,2,1,3,3,1,1,4,1,2,1,1,2,2,1,6103217486fd393d9efbba25,6704414f026babc0c70b4c16,670472a90fdedaae06ceef34,"We need to get rid of voter ID laws. Data shows that voter fraud is exceedingly rare, and voter ID laws are mostly used to justify discrimination, disenfranchising some voters on the basis of skin color.","We need to overturn Citizens United, a 2010 Supreme Court case that struck down campaign contribution limits for corporations. The wealthy have too much influence in politics, and corporations making unlimited donations to candidates is just legalized corruption.","We need to let the House of Representatives grow with the population. In 1929, the House was capped at 435 members. That means that every 10 years, some states lose representation in Congress, even if their population is growing.","We need to expand the number of justices in the Supreme Court. Right now, the unelected conservative majority on the Court is taking away people's rights and forcing extreme rulings on the country. New justices would restore balance to the Court’s rulings.",Lack of patriotism,Immigration bringing in new voters who don’t share American values,Extremism from both sides equally,Economic inequality,0,0,NA
4417,640,1,2024-10-07,39,-94,anonymous,EN,1,2,2,2,1,1,5,2,1,NA,1,4,4,4,1,NA,NA,NA,4,4,2,2,5,1,1,1,3,3,3,1,NA,NA,NA,5,1,NA,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,1,1,NA,1,NA,NA,NA,2,1,NA,4,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,1,NA,1,4,2,2,1,2,1,4,2,2,1,1,1,1,2,65f90aac36abafe80c61a864,66da270a6acf8cbd58dc85fe,670473ac81cad2ba8e1dfaca,"We need a national ban on gerrymandering: the process of politicians redrawing legislative districts to unfairly advantage their party. In a democracy, voters are supposed to pick the politicians — not the other way around.","The biggest problem in politics is extremism, on both sides. Both parties have been captured by activists who are out of touch with the public and only want to push their own ideological agendas. Politicians need to be more moderate like most Americans are.","We need to place term limits on Supreme Court justices, where each justice would serve for 18 years, staggered so that each president appoints two justices per four-year term. This way, every president has the same influence on the Court’s ideological balance.","The Constitution is meant to be a living document, that American citizens adapt and modify to keep up with changing times. But these days, it’s just too hard to change. We need to make it easier to amend the Constitution so it can better address current problems.",Gerrymandering,Our democracy is not really under threat,Influence of wealthy donors,Left-wing extremism,1,0.1111111111111111,QID15
4418,372,1,2024-10-07,42,-83,anonymous,EN,1,2,2,2,1,1,5,4,1,NA,1,3,4,4,1,NA,NA,NA,4,4,2,2,3,1,1,2,4,4,5,1,NA,1,NA,3,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,2,NA,3,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,2,NA,3,4,NA,NA,NA,1,NA,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,60fcc4120cecba5bc510e142,66da270a6acf8cbd58dc85fe,670474d0171f03cd8dbf4986,"We need to prosecute the politicians who supported — and rioters who took part in — the January 6th insurrection. Trying to steal an election is unacceptable and un-American, and any politician who tried to do so must be disqualified from ever holding office again.","We need new leadership. The leaders of both parties have been in office too long, and they’ve proven themselves either incapable of or unwilling to solve problems. It’s time for some fresh faces from a new generation.","We need to make Election Day a national holiday. Right now, Election Day is the first Tuesday of November. But not everyone can take the time away from work or taking care of kids, and their voices deserve to be heard too.","It is time to take election fraud seriously. Whether it is foreign governments trying to influence our elections or non-citizens casting ballots, we need to take concrete steps to crack down on election interference and make sure that only eligible citizens vote in our elections.",Election fraud,Immigration bringing in new voters who don’t share American values,Having only two political parties,Lack of patriotism,1,0.1111111111111111,QID54
4419,2288,1,2024-10-07,30,-95,anonymous,EN,1,2,2,2,1,1,2,2,2,NA,2,1,5,4,2,NA,NA,NA,1,2,4,3,4,2,4,3,3,2,4,1,4,NA,NA,1,NA,NA,NA,NA,3,NA,3,NA,NA,NA,2,NA,NA,NA,3,NA,2,NA,2,NA,2,2,NA,NA,3,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,3,NA,3,NA,3,NA,3,2,2,3,1,3,1,3,2,1,1,2,2,1,1,66d0c8407ef8c9af4ab32543,66da270a6acf8cbd58dc85fe,67046d5f3ed1a494b6504ad6,"We need term limits for Congress. We don’t need career politicians staying in office for decades, twelve years is long enough — that’s two terms for senators and six terms for representatives.","The biggest problem in politics is extremism, on both sides. Both parties have been captured by activists who are out of touch with the public and only want to push their own ideological agendas. Politicians need to be more moderate like most Americans are.","Our system of government isn’t perfect, but most changes would make it worse, not better. Lots of proposals sound great on paper, but we don’t know how they’d play out in reality. Our current system is what the founders envisioned, and we shouldn’t second-guess the wisdom of their design.","We need an age limit on candidates for president. Both the current and previous presidents are showing clear signs of cognitive decline. No person over 75 should be eligible for office, and all candidates should be required to take cognitive tests.",Our democracy is not really under threat,Voter ignorance of how our government works,Right-wing extremism,Influence of wealthy donors,2,0.2222222222222222,"QID55,QID56"
4420,345,1,2024-10-07,41,-74,anonymous,EN,1,2,2,1,1,1,2,5,1,NA,1,1,5,4,1,NA,NA,NA,4,5,2,5,3,1,7,7,5,7,7,NA,4,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,4,1,NA,4,NA,2,NA,NA,5,1,NA,NA,NA,NA,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,2,1,NA,2,4,4,4,3,4,4,4,4,3,1,1,2,2,1,1,664ff92787536738c4bf7eb5,66da270a6acf8cbd58dc85fe,670475024d83ff0f3aa9a4bf,"It is time to take election fraud seriously. Whether it is foreign governments trying to influence our elections or non-citizens casting ballots, we need to take concrete steps to crack down on election interference and make sure that only eligible citizens vote in our elections.","The problem with our politics is that primary elections are decided by a minority of ideologically extreme partisans. Instead, we should have all candidates run in the same primary, regardless of party affiliation, and then have a runoff between the top two. This will lead to more moderate politicians.","We need an age limit on candidates for president. Both the current and previous presidents are showing clear signs of cognitive decline. No person over 75 should be eligible for office, and all candidates should be required to take cognitive tests.","We need to get rid of voter ID laws. Data shows that voter fraud is exceedingly rare, and voter ID laws are mostly used to justify discrimination, disenfranchising some voters on the basis of skin color.",Attempts to overturn elections,Economic inequality,Immigration bringing in new voters who don’t share American values,Election fraud,2,0.2222222222222222,"QID51,QID55"
4421,873,1,2024-10-07,40,-86,anonymous,EN,1,2,4,2,1,1,3,6,2,NA,2,4,4,4,2,NA,NA,NA,2,1,4,3,2,2,2,2,5,5,4,NA,NA,1,2,NA,2,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,3,1,NA,1,NA,5,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,3,2,2,1,1,1,1,4,1,4,2,2,1,2,2,66d0c7f189392e82a8c0f1f0,6704414f026babc0c70b4c16,670472e58d85a09a88dff895,"We need to let the House of Representatives grow with the population. In 1929, the House was capped at 435 members. That means that every 10 years, some states lose representation in Congress, even if their population is growing.","We need to place term limits on Supreme Court justices, where each justice would serve for 18 years, staggered so that each president appoints two justices per four-year term. This way, every president has the same influence on the Court’s ideological balance.","We need to overturn Citizens United, a 2010 Supreme Court case that struck down campaign contribution limits for corporations. The wealthy have too much influence in politics, and corporations making unlimited donations to candidates is just legalized corruption.","The problem with our politics is that primary elections are decided by a minority of ideologically extreme partisans. Instead, we should have all candidates run in the same primary, regardless of party affiliation, and then have a runoff between the top two. This will lead to more moderate politicians.",Gerrymandering,Voter ID laws,Election fraud,Lack of patriotism,1,0.1111111111111111,QID15
4422,672,1,2024-10-07,42,-80,anonymous,EN,1,2,4,1,1,1,5,5,3,1,1,3,4,4,1,NA,NA,NA,4,4,2,2,4,1,1,1,4,4,4,NA,NA,NA,NA,3,2,3,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,2,3,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,NA,4,3,NA,NA,NA,NA,NA,NA,NA,3,4,NA,3,NA,NA,NA,1,2,2,1,1,1,1,1,3,2,1,2,2,1,2,66567ea20a512b56a661fc5c,6704414f026babc0c70b4c16,670473c01394242c7006232a,"Our system of government isn’t perfect, but most changes would make it worse, not better. Lots of proposals sound great on paper, but we don’t know how they’d play out in reality. Our current system is what the founders envisioned, and we shouldn’t second-guess the wisdom of their design.","These days Congress can’t get anything done. It is unable to fix pressing problems because of gridlock. We need a national referendum process where we allow Americans to directly vote up or down on proposed policies, which almost every state already allows.","It is time to take election fraud seriously. Whether it is foreign governments trying to influence our elections or non-citizens casting ballots, we need to take concrete steps to crack down on election interference and make sure that only eligible citizens vote in our elections.","We need to ban members of Congress from trading individual stocks and bonds. Members of Congress are already paid over $170,000 per year, almost triple the median income. Elected officials should serve the public interest — not enrich themselves with insider trading.",Our democracy is not really under threat,Election fraud,Lack of patriotism,Having only two political parties,0,0,NA
4423,517,1,2024-10-07,41,-74,anonymous,EN,1,2,2,2,1,4,5,5,1,NA,1,2,4,4,1,NA,NA,NA,4,4,1,1,5,1,1,1,4,4,4,NA,NA,1,NA,4,1,NA,2,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1,1,NA,NA,NA,1,NA,2,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,1,NA,1,1,2,1,3,1,1,1,2,2,1,1,1,1,1,655fd9d5bb03869d53e75f4e,66da270a6acf8cbd58dc85fe,670474607bd9e1957b33ae6b,"We need to overturn Citizens United, a 2010 Supreme Court case that struck down campaign contribution limits for corporations. The wealthy have too much influence in politics, and corporations making unlimited donations to candidates is just legalized corruption.","These days Congress can’t get anything done. It is unable to fix pressing problems because of gridlock. We need a national referendum process where we allow Americans to directly vote up or down on proposed policies, which almost every state already allows.","We need to end the Senate filibuster. The filibuster lets just 41 senators block bills, even if they’re supported by bipartisan majorities. It’s just another tool to promote gridlock, and it is time for it to go.","As a country, we need to lower the temperature on both sides. Rhetoric painting the other side as a threat to our country or democracy is fanning the flames of division — and all too often, fueling political violence.",Partisanship,Immigration bringing in new voters who don’t share American values,Conservative judges,Gerrymandering,0,0,NA
4424,292,1,2024-10-07,39,-77,anonymous,EN,1,2,1,1,1,4,5,2,2,NA,5,2,2,4,2,NA,NA,NA,1,2,3,5,2,1,1,1,5,4,5,3,NA,4,3,NA,NA,NA,NA,4,NA,NA,4,NA,3,NA,NA,NA,2,4,NA,NA,NA,NA,NA,4,1,NA,1,1,NA,NA,NA,NA,2,NA,NA,5,NA,4,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2,1,2,4,1,1,1,4,4,1,2,2,1,2,1,1,63262dc58bb45717d4975d12,66da270a6acf8cbd58dc85fe,6704754390f61c5590bf4af5,The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,"These days Congress can’t get anything done. It is unable to fix pressing problems because of gridlock. We need a national referendum process where we allow Americans to directly vote up or down on proposed policies, which almost every state already allows.","We need to end the Senate filibuster. The filibuster lets just 41 senators block bills, even if they’re supported by bipartisan majorities. It’s just another tool to promote gridlock, and it is time for it to go.","We need an age limit on candidates for president. Both the current and previous presidents are showing clear signs of cognitive decline. No person over 75 should be eligible for office, and all candidates should be required to take cognitive tests.",Immigration bringing in new voters who don’t share American values,Conservative judges,Racism,Election fraud,2,0.2222222222222222,"QID54,QID56"
4425,494,1,2024-10-07,39,-90,anonymous,EN,1,2,2,2,1,1,6,5,1,NA,1,4,2,4,1,NA,NA,NA,4,4,2,1,5,1,1,1,4,4,3,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,5,2,NA,NA,5,NA,NA,5,NA,NA,3,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,5,NA,NA,2,NA,NA,2,NA,1,NA,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,60fd88c5b5da4621ddaed661,66da270a6acf8cbd58dc85fe,6704747fb15633afd4926b61,"We need to overturn Citizens United, a 2010 Supreme Court case that struck down campaign contribution limits for corporations. The wealthy have too much influence in politics, and corporations making unlimited donations to candidates is just legalized corruption.","We need to place term limits on Supreme Court justices, where each justice would serve for 18 years, staggered so that each president appoints two justices per four-year term. This way, every president has the same influence on the Court’s ideological balance.","We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.",The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,The Electoral College,Influence of wealthy donors,Voter ignorance of how our government works,Immigration bringing in new voters who don’t share American values,1,0.1111111111111111,QID54
4426,757,1,2024-10-07,42,-71,anonymous,EN,1,2,2,2,1,1,6,3,3,3,2,2,5,4,2,NA,NA,NA,3,5,3,5,4,4,7,1,4,7,4,NA,4,NA,NA,3,1,NA,NA,NA,NA,NA,3,NA,NA,NA,3,3,2,1,3,NA,NA,NA,NA,NA,NA,4,NA,NA,2,1,NA,NA,NA,NA,NA,4,NA,NA,NA,5,5,5,3,4,NA,NA,NA,NA,NA,4,4,2,2,4,1,4,4,3,3,2,2,1,2,1,6679bdceaa28479dfe378bb6,66da270a6acf8cbd58dc85fe,67047382907f20142b5d5fe0,"We need to get rid of voter ID laws. Data shows that voter fraud is exceedingly rare, and voter ID laws are mostly used to justify discrimination, disenfranchising some voters on the basis of skin color.","We should make Washington, DC, and Puerto Rico into states. Right now, residents of both are US citizens but don’t have a say in Congress. Taxation without representation? That’s not what America is about.","We need to end the Senate filibuster. The filibuster lets just 41 senators block bills, even if they’re supported by bipartisan majorities. It’s just another tool to promote gridlock, and it is time for it to go.","We need to make Election Day a national holiday. Right now, Election Day is the first Tuesday of November. But not everyone can take the time away from work or taking care of kids, and their voices deserve to be heard too.",Attempts to overturn elections,Election fraud,Voter ignorance of how our government works,The Electoral College,1,0.1111111111111111,QID51
4427,570,1,2024-10-07,30,-95,anonymous,EN,1,2,2,1,1,1,5,4,1,NA,1,4,4,4,1,NA,NA,NA,4,3,2,2,4,1,1,1,4,4,4,1,4,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,2,NA,2,3,1,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,2,NA,1,2,4,4,2,1,1,1,1,1,2,2,1,1,2,1,1,66ee186efc9a208ef9446a30,66da270a6acf8cbd58dc85fe,6704743dab1d5a0e181f04ea,"We need an age limit on candidates for president. Both the current and previous presidents are showing clear signs of cognitive decline. No person over 75 should be eligible for office, and all candidates should be required to take cognitive tests.","We need to switch to electing the president by national popular vote. The Electoral College is undemocratic — two of the last four presidents lost the popular vote, and the system lets candidates ignore over 80% of voters. It goes against America’s fundamental promise: government of, by, and for the people.","We need to make Election Day a national holiday. Right now, Election Day is the first Tuesday of November. But not everyone can take the time away from work or taking care of kids, and their voices deserve to be heard too.","We need to prosecute the politicians who supported — and rioters who took part in — the January 6th insurrection. Trying to steal an election is unacceptable and un-American, and any politician who tried to do so must be disqualified from ever holding office again.",Left-wing extremism,Immigration bringing in new voters who don’t share American values,The Electoral College,Voter ignorance of how our government works,1,0.1111111111111111,QID15
4428,308,1,2024-10-07,38,-98,anonymous,EN,1,2,2,1,1,2,2,1,1,NA,3,2,5,4,1,NA,NA,NA,3,4,2,4,1,3,3,3,1,3,3,4,NA,3,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,3,NA,3,NA,NA,NA,2,3,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,1,1,2,1,2,1,2,3,1,2,2,1,1,1,1,66f337882c4256def319458b,66da270a6acf8cbd58dc85fe,67047544af669bad2b3f5c49,"We need new leadership. The leaders of both parties have been in office too long, and they’ve proven themselves either incapable of or unwilling to solve problems. It’s time for some fresh faces from a new generation.","We need term limits for Congress. We don’t need career politicians staying in office for decades, twelve years is long enough — that’s two terms for senators and six terms for representatives.","The Constitution is meant to be a living document, that American citizens adapt and modify to keep up with changing times. But these days, it’s just too hard to change. We need to make it easier to amend the Constitution so it can better address current problems.","We need to switch to a system of proportional representation for the US House of Representatives. Proportional representation means that a party gets the same percentage of seats in the House of Representatives as the percentage of votes they receive. This way, everyone's opinions are more fairly represented. It makes the system fairer for all parties.",The Electoral College,Partisanship,Election fraud,Economic inequality,3,0.3333333333333333,"QID51,QID55,QID56"
4429,1055,1,2024-10-07,41,-82,anonymous,EN,1,2,2,1,1,1,5,3,1,NA,4,2,5,4,1,NA,NA,NA,4,4,2,1,4,1,1,1,4,4,3,NA,4,NA,1,NA,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,2,1,4,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,5,NA,2,NA,NA,NA,NA,5,4,3,NA,4,NA,NA,NA,NA,1,2,4,1,1,1,1,4,2,2,3,1,1,1,1,66aec331928d119d42ce565f,66da270a6acf8cbd58dc85fe,67047258398374852dfef2b2,"We need a national ban on gerrymandering: the process of politicians redrawing legislative districts to unfairly advantage their party. In a democracy, voters are supposed to pick the politicians — not the other way around.","As a country, we need to lower the temperature on both sides. Rhetoric painting the other side as a threat to our country or democracy is fanning the flames of division — and all too often, fueling political violence.",The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,"We need to prosecute the politicians who supported — and rioters who took part in — the January 6th insurrection. Trying to steal an election is unacceptable and un-American, and any politician who tried to do so must be disqualified from ever holding office again.",Having only two political parties,Attempts to overturn elections,Economic inequality,Election fraud,2,0.2222222222222222,"QID51,QID54"
4430,508,1,2024-10-07,34,-84,anonymous,EN,1,2,1,2,1,2,5,3,3,3,4,2,3,4,4,NA,NA,NA,3,4,3,4,3,1,1,1,4,5,5,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,1,3,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,1,NA,NA,2,NA,NA,NA,2,4,4,1,1,4,4,2,2,3,1,2,2,1,1,1,668ca71cf995b4399a4efa9e,6704414f026babc0c70b4c16,670474853f3fb6a8caceed8b,"We need to expand the number of justices in the Supreme Court. Right now, the unelected conservative majority on the Court is taking away people's rights and forcing extreme rulings on the country. New justices would restore balance to the Court’s rulings.","We should make Washington, DC, and Puerto Rico into states. Right now, residents of both are US citizens but don’t have a say in Congress. Taxation without representation? That’s not what America is about.","We need to switch to a system of proportional representation for the US House of Representatives. Proportional representation means that a party gets the same percentage of seats in the House of Representatives as the percentage of votes they receive. This way, everyone's opinions are more fairly represented. It makes the system fairer for all parties.","We need to switch to electing the president by national popular vote. The Electoral College is undemocratic — two of the last four presidents lost the popular vote, and the system lets candidates ignore over 80% of voters. It goes against America’s fundamental promise: government of, by, and for the people.",The Electoral College,Racism,Having only two political parties,Gerrymandering,2,0.2222222222222222,"QID52,QID54"
4431,1131,1,2024-10-07,30,-96,anonymous,EN,1,2,4,2,1,4,5,3,3,3,4,1,5,4,1,NA,NA,NA,4,4,1,2,2,7,7,7,7,7,7,1,NA,NA,3,2,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,2,NA,NA,3,3,2,NA,NA,NA,4,NA,NA,1,5,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,5,NA,NA,2,2,2,NA,NA,NA,4,4,2,1,1,1,1,4,1,2,2,2,1,2,2,66c0ba7056f50874393bc0a6,6704414f026babc0c70b4c16,67047206073bb2b1fb587168,"We need to expand the number of justices in the Supreme Court. Right now, the unelected conservative majority on the Court is taking away people's rights and forcing extreme rulings on the country. New justices would restore balance to the Court’s rulings.","The pundits like to slice and dice our country into red states and blue states. But there is not a liberal America and a conservative America, there is the United States of America. We need to move past the division spread by politicians and the media and come together as one country.",The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,"We need to implement participatory budgeting, a system where community members are empowered through civic engagement to suggest and vote on ideas for spending a portion of a state or locality’s budget.",Voter ignorance of how our government works,Extremism from both sides equally,Influence of wealthy donors,Having only two political parties,1,0.1111111111111111,QID56
